TransactionID,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,TransactionDT,TransactionAmt,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,isFraud
35277,S,1675,174,150,visa,226,debit,330,87,>=3027949.25,<125.0,5,2,0,1,0,0,0,2,0,2,2,0,0,0,1
35339,C,9169,266,185,mastercard,224,credit,NotFound,NotFound,>=3027949.25,<125.0,21,37,0,5,0,5,5,7,0,11,14,14,1,1,1
35346,R,7664,490,150,visa,226,debit,264,87,>=3027949.25,<125.0,4,3,0,1,0,1,0,1,0,1,2,0,0,0,1
35349,W,7669,455,150,mastercard,126,debit,269,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1
35376,C,2455,321,150,visa,226,credit,NotFound,NotFound,>=3027949.25,<125.0,5,5,0,4,0,4,4,9,0,1,5,5,2,2,1
35426,H,7826,481,150,mastercard,224,debit,325,87,>=3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
35462,W,10057,225,150,mastercard,224,debit,204,87,>=3027949.25,>=125.0,2,2,0,0,0,2,0,0,3,0,2,1,7,2,1
35501,W,12501,490,150,visa,226,debit,204,87,<3027949.25,>=125.0,1,2,0,0,0,2,0,0,2,0,1,0,7,1,1
35510,H,1184,555,191,mastercard,137,credit,296,54,>=3027949.25,>=125.0,2,2,0,1,0,1,0,1,0,1,1,0,0,0,1
35522,W,17295,482,150,visa,226,credit,337,87,>=3027949.25,<125.0,7,4,0,0,1,6,0,0,12,0,3,2,33,4,1
35529,H,17024,399,150,american express,198,credit,315,87,<3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1
35625,W,9500,321,150,visa,226,debit,225,87,>=3027949.25,<125.0,1,1,0,0,0,0,0,0,1,0,1,1,2,1,1
35684,C,4998,500,185,mastercard,102,credit,NotFound,NotFound,>=3027949.25,<125.0,41,36,0,17,0,17,17,12,0,7,27,27,8,7,1
35756,H,5056,555,150,visa,226,debit,384,87,<3027949.25,>=125.0,16,17,0,11,0,8,0,11,0,13,10,0,6,5,1
35806,R,6019,583,150,visa,226,credit,315,87,>=3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,2,1,1
35862,R,15066,170,150,mastercard,102,credit,251,87,>=3027949.25,>=125.0,2,3,0,1,0,1,0,1,0,1,2,0,0,0,1
35881,S,6344,327,150,discover,223,credit,330,87,>=3027949.25,>=125.0,9,4,0,4,0,0,0,6,0,13,8,0,13,4,1
35965,H,15359,562,150,mastercard,219,credit,184,87,<3027949.25,>=125.0,5,5,0,2,0,4,0,2,0,2,4,0,0,0,1
35987,W,8397,310,150,mastercard,117,debit,126,87,>=3027949.25,<125.0,1,2,0,0,0,2,0,0,2,0,1,0,1,1,1
36005,W,15066,170,150,mastercard,102,credit,299,87,>=3027949.25,<125.0,1,3,0,0,0,1,0,0,1,0,1,1,6,1,1
36013,R,9448,399,150,american express,102,credit,512,87,>=3027949.25,>=125.0,2,2,0,1,0,1,0,1,0,1,1,0,0,0,1
36029,R,9350,111,150,visa,162,credit,512,87,>=3027949.25,>=125.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
36074,W,8528,215,150,visa,226,debit,272,87,>=3027949.25,>=125.0,4,5,0,0,0,3,0,0,4,0,4,0,3,2,1
36085,W,15333,562,150,visa,226,credit,123,87,>=3027949.25,>=125.0,1,1,0,0,0,1,0,0,1,0,1,1,2,1,1
36112,W,2581,445,150,mastercard,166,debit,315,87,>=3027949.25,<125.0,1,3,0,0,0,1,0,0,3,0,2,1,0,0,1
36200,W,10616,583,150,visa,226,credit,299,87,>=3027949.25,>=125.0,1,4,0,0,0,3,0,0,3,0,2,0,2,1,1
36283,C,13832,375,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,<125.0,77,105,0,20,0,20,20,40,0,16,44,44,5,4,1
36289,C,14543,500,185,mastercard,224,credit,NotFound,NotFound,<3027949.25,<125.0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1
36331,W,12163,299,150,visa,226,debit,204,87,>=3027949.25,<125.0,2,1,0,0,0,2,0,0,3,0,1,0,6,2,1
36335,W,12932,361,150,visa,226,debit,330,87,>=3027949.25,<125.0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1
36383,W,5879,116,150,visa,226,debit,264,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
36385,W,14649,548,150,visa,226,debit,441,87,>=3027949.25,<125.0,2,4,0,0,0,2,0,0,5,0,4,0,48,2,1
36457,C,2256,545,185,visa,226,credit,NotFound,NotFound,>=3027949.25,<125.0,5,7,0,1,0,1,1,1,0,1,1,1,0,0,1
36464,W,5997,514,150,mastercard,224,credit,204,87,>=3027949.25,>=125.0,2,2,0,0,0,3,0,0,3,0,1,0,4,2,1
36481,R,16075,514,150,mastercard,102,credit,123,87,<3027949.25,>=125.0,3,3,0,2,0,1,0,1,0,1,3,0,0,0,1
36540,W,9175,111,150,visa,226,debit,269,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1
36551,W,17999,482,150,visa,226,debit,337,87,>=3027949.25,<125.0,5,4,0,0,1,6,0,0,10,0,3,2,35,4,1
36624,C,1976,545,185,visa,102,credit,NotFound,NotFound,>=3027949.25,<125.0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1
36714,W,7207,111,150,visa,226,debit,441,87,>=3027949.25,<125.0,2,6,0,0,0,5,0,0,3,0,4,3,6,2,1
36721,W,16255,470,150,mastercard,137,credit,387,87,>=3027949.25,>=125.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
36731,C,8755,500,185,mastercard,224,credit,NotFound,NotFound,<3027949.25,<125.0,4,4,0,1,0,1,1,1,0,1,1,1,1,1,1
36740,C,14276,177,185,mastercard,137,credit,NotFound,NotFound,<3027949.25,<125.0,124,151,0,30,0,30,30,22,0,56,42,42,8,5,1
36753,C,5812,408,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,<125.0,145,188,0,19,0,19,19,113,0,45,78,78,8,5,1
36783,W,1893,514,150,mastercard,224,credit,325,87,>=3027949.25,<125.0,7,4,0,0,0,3,0,0,3,0,4,0,24,5,1
36813,W,7861,494,150,visa,226,credit,225,87,>=3027949.25,<125.0,1,2,0,0,0,2,0,0,1,0,1,0,2,1,1
36837,W,12839,321,150,visa,226,debit,264,87,<3027949.25,<125.0,3,2,0,0,2,1,0,0,4,0,2,0,33,2,1
36845,C,2650,142,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,>=125.0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1
36902,W,16485,174,150,visa,226,debit,330,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,2,1,1
36906,C,14260,500,185,mastercard,224,credit,NotFound,NotFound,>=3027949.25,<125.0,2,3,0,1,0,1,1,1,0,1,1,1,1,1,1
36926,C,14276,177,185,mastercard,137,credit,NotFound,NotFound,>=3027949.25,<125.0,20,25,0,4,0,4,4,10,0,7,3,3,2,2,1
36955,W,12695,490,150,visa,226,debit,126,87,>=3027949.25,<125.0,5,9,0,0,1,3,0,0,3,0,4,1,49,4,1
37003,W,17055,393,150,mastercard,117,debit,472,87,>=3027949.25,>=125.0,4,3,0,0,0,2,0,0,3,0,2,0,18,3,1
37032,W,9749,181,150,visa,226,credit,226,87,>=3027949.25,>=125.0,21,15,0,0,3,10,0,0,11,0,11,1,87,9,1
37101,W,14079,360,150,mastercard,126,debit,204,87,>=3027949.25,>=125.0,1,1,0,0,0,1,0,0,2,0,1,0,3,1,1
37137,W,8528,215,150,visa,226,debit,272,87,>=3027949.25,<125.0,6,6,0,0,0,5,0,0,3,0,4,0,4,2,1
37146,H,7826,481,150,mastercard,224,debit,325,87,<3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
37153,H,2199,555,150,visa,226,debit,264,87,>=3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
37163,W,7585,553,150,visa,226,credit,441,87,>=3027949.25,<125.0,1,1,0,0,0,2,0,0,1,0,1,1,1,1,1
37187,C,2801,130,185,visa,137,credit,NotFound,NotFound,>=3027949.25,<125.0,1,2,0,1,0,1,1,1,0,1,1,1,0,0,1
37217,W,17188,321,150,visa,226,debit,299,87,>=3027949.25,<125.0,1,1,0,0,2,1,0,0,2,0,1,0,11,1,1
37224,W,12883,NotFound,143,visa,226,credit,476,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1
37231,W,18366,111,150,visa,226,debit,220,87,>=3027949.25,>=125.0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1
37233,W,2616,NotFound,150,discover,102,credit,204,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,2,0,1,0,3,1,1
37373,W,11639,321,150,visa,226,debit,299,87,>=3027949.25,>=125.0,1,2,0,0,0,1,0,0,1,0,1,0,2,1,1
37377,C,11201,103,185,visa,226,debit,NotFound,NotFound,>=3027949.25,<125.0,2,2,0,1,0,1,1,2,0,2,1,1,2,2,1
37379,C,1085,500,185,mastercard,219,credit,NotFound,NotFound,>=3027949.25,<125.0,1,2,0,1,0,1,1,1,0,0,1,1,0,0,1
37429,W,9002,453,150,visa,226,debit,512,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,1,2,1,1
37531,W,1724,583,150,visa,226,credit,184,87,>=3027949.25,>=125.0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
37557,S,4141,404,150,mastercard,102,credit,204,87,<3027949.25,>=125.0,2,1,0,1,0,0,0,1,0,1,1,0,1,1,1
37591,W,7585,553,150,visa,226,credit,441,87,>=3027949.25,<125.0,2,1,0,0,0,3,0,0,4,0,1,0,7,2,1
37669,C,10876,104,185,visa,137,credit,NotFound,NotFound,<3027949.25,<125.0,5,71,0,4,0,4,4,7,0,3,35,35,4,1,1
37678,C,1976,545,185,visa,102,credit,511,60,<3027949.25,<125.0,4,1,0,3,0,3,3,0,0,0,3,3,4,4,1
37701,C,9917,142,185,visa,138,debit,NotFound,NotFound,>=3027949.25,<125.0,11,23,0,6,0,6,6,7,0,6,6,6,1,1,1
37708,R,9370,321,150,visa,226,credit,272,87,>=3027949.25,>=125.0,2,2,0,1,0,1,0,1,0,1,1,0,0,0,1
37720,W,2455,321,150,visa,226,credit,226,87,>=3027949.25,>=125.0,52,41,0,0,19,22,0,0,38,0,37,0,75,29,1
37801,W,9500,321,150,visa,226,debit,330,87,>=3027949.25,<125.0,4,2,0,0,0,12,0,0,8,0,2,0,75,4,1
37810,W,9500,321,150,visa,226,debit,330,87,>=3027949.25,>=125.0,1,3,0,0,0,1,0,0,1,0,1,1,3,1,1
37847,W,14415,481,150,mastercard,224,credit,433,87,>=3027949.25,>=125.0,1,1,0,0,0,2,0,0,2,0,1,0,0,0,1
37871,R,15063,514,150,visa,226,credit,299,87,>=3027949.25,>=125.0,2,2,0,2,0,1,0,2,0,2,2,0,0,0,1
37899,C,5812,408,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,<125.0,222,317,0,58,0,58,58,156,0,54,170,170,12,9,1
37934,C,4461,375,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,<125.0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1
37961,C,17188,321,150,visa,226,debit,NotFound,NotFound,>=3027949.25,<125.0,200,296,0,54,0,54,54,137,0,53,150,150,12,9,1
38006,C,16136,204,185,visa,138,debit,NotFound,NotFound,>=3027949.25,<125.0,2,1,0,1,0,1,1,4,0,1,1,1,0,0,1
38033,C,5365,177,185,mastercard,224,credit,NotFound,NotFound,<3027949.25,<125.0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1
38048,W,7919,194,150,mastercard,166,debit,269,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1
38065,W,15142,512,150,mastercard,224,debit,170,87,>=3027949.25,>=125.0,11,11,0,0,2,17,0,0,8,0,8,0,100,9,1
38087,W,4693,417,150,visa,195,debit,308,87,>=3027949.25,<125.0,1,2,0,0,0,1,0,0,2,0,2,0,6,1,1
38208,C,8755,500,185,mastercard,224,credit,NotFound,NotFound,<3027949.25,<125.0,31,24,0,5,0,5,5,24,0,8,11,11,2,2,1
38263,C,15885,545,185,visa,138,debit,NotFound,NotFound,>=3027949.25,<125.0,1,2,0,0,0,0,1,0,0,0,2,2,1,1,1
38277,C,9633,130,185,visa,138,debit,NotFound,NotFound,>=3027949.25,<125.0,2,4,0,3,0,3,3,2,0,3,3,3,1,1,1
38338,W,12695,490,150,visa,226,debit,325,87,<3027949.25,<125.0,1,2,0,0,0,2,0,0,1,0,1,0,3,1,1
38354,C,5812,408,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,<125.0,60,73,0,15,0,15,15,30,0,13,21,21,2,2,1
38375,R,10057,225,150,mastercard,224,debit,191,87,<3027949.25,>=125.0,87,96,0,21,0,26,0,61,0,62,67,0,6,5,1
38382,R,12037,595,150,mastercard,224,debit,231,87,>=3027949.25,>=125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1
38385,W,3342,480,150,mastercard,224,debit,433,87,>=3027949.25,<125.0,1,2,0,0,0,1,0,0,1,0,1,0,2,1,1
38436,W,12544,321,150,visa,226,debit,337,87,>=3027949.25,<125.0,9,10,0,0,0,5,0,0,5,0,6,1,53,9,1
38455,W,7676,512,150,visa,226,debit,420,87,>=3027949.25,>=125.0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1
38473,W,3821,111,150,mastercard,219,credit,126,87,>=3027949.25,>=125.0,1,1,0,0,0,3,0,0,0,0,1,1,4,1,1
38479,W,5901,583,150,visa,226,credit,512,87,<3027949.25,>=125.0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1
38484,R,4663,490,150,visa,166,debit,272,87,>=3027949.25,<125.0,19,19,0,4,0,8,0,6,0,2,7,0,1,1,1
38511,W,16075,514,150,mastercard,102,credit,203,87,>=3027949.25,>=125.0,2,2,0,0,0,2,0,0,3,0,1,1,5,1,1
38558,C,10369,176,185,mastercard,137,credit,NotFound,NotFound,>=3027949.25,<125.0,3,4,0,3,0,3,3,2,0,2,1,1,2,1,1
38606,H,7919,194,150,mastercard,166,debit,264,87,>=3027949.25,>=125.0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
38609,S,3821,111,150,mastercard,219,credit,272,87,<3027949.25,<125.0,1,1,0,1,0,0,0,1,0,2,1,0,3,1,1
38611,R,18268,583,150,visa,226,credit,472,87,>=3027949.25,>=125.0,8,11,0,6,0,8,0,3,0,10,6,0,1,1,1
38658,H,11207,361,150,visa,226,debit,204,87,>=3027949.25,<125.0,2,2,0,2,0,2,0,1,0,1,2,0,0,0,1
38687,W,10682,514,150,mastercard,224,debit,299,87,>=3027949.25,>=125.0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,1
38698,R,17055,393,150,mastercard,117,debit,472,87,<3027949.25,>=125.0,5,4,0,1,0,2,0,2,0,1,3,0,0,0,1
38709,C,10568,204,185,visa,226,credit,NotFound,NotFound,>=3027949.25,<125.0,11,15,0,7,0,7,7,14,0,3,10,10,1,1,1
38723,C,15315,202,185,mastercard,137,credit,NotFound,NotFound,>=3027949.25,<125.0,12,19,0,3,0,3,3,5,0,4,4,4,1,1,1
38762,C,6859,266,185,visa,226,credit,NotFound,NotFound,>=3027949.25,<125.0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
38781,W,7919,194,150,mastercard,202,debit,315,87,>=3027949.25,<125.0,1,3,0,0,0,2,0,0,1,0,2,0,2,1,1
38933,W,11925,553,150,visa,226,debit,512,87,>=3027949.25,<125.0,5,8,0,0,2,11,0,0,3,0,5,1,22,4,1
38991,W,12932,361,150,visa,226,debit,476,87,>=3027949.25,>=125.0,1,3,0,0,0,3,0,0,3,0,2,0,4,1,1
39012,C,5583,103,185,visa,226,credit,NotFound,NotFound,>=3027949.25,<125.0,3,4,0,0,0,0,1,2,0,3,2,2,0,0,1
39021,H,16132,111,150,visa,226,debit,299,87,<3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
39119,C,9026,545,185,visa,137,credit,NotFound,NotFound,>=3027949.25,<125.0,3,6,0,1,0,1,1,2,0,1,2,2,1,1,1
39202,H,12253,170,150,visa,226,credit,122,87,<3027949.25,>=125.0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1
39209,W,17321,111,150,visa,226,debit,325,87,<3027949.25,>=125.0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1
39224,W,1974,111,150,visa,226,debit,184,87,>=3027949.25,<125.0,175,179,0,0,89,117,0,0,122,0,152,0,430,120,1
39261,W,9002,453,150,visa,226,debit,143,87,>=3027949.25,>=125.0,1,1,0,0,0,1,0,0,1,0,1,0,3,1,1
39347,S,9112,250,150,visa,226,debit,441,87,>=3027949.25,<125.0,6,3,0,4,0,0,0,7,0,13,4,0,7,3,1
39356,W,9500,321,150,visa,226,debit,231,87,>=3027949.25,<125.0,10,5,0,0,11,5,0,0,6,0,5,0,57,8,1
39387,W,15678,111,150,mastercard,224,debit,143,87,>=3027949.25,<125.0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1
39390,C,9633,130,185,visa,138,debit,NotFound,NotFound,>=3027949.25,<125.0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1
39458,H,9443,244,150,visa,226,debit,299,87,>=3027949.25,>=125.0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
39487,C,2650,142,185,mastercard,224,debit,NotFound,NotFound,<3027949.25,<125.0,4,4,0,1,0,1,1,2,0,3,3,3,0,0,1
39518,C,10568,204,185,visa,226,credit,NotFound,NotFound,>=3027949.25,<125.0,12,21,0,9,0,9,9,17,0,3,12,12,1,1,1
39650,W,5663,403,150,visa,226,debit,181,87,>=3027949.25,<125.0,129,132,0,0,79,97,0,0,97,0,113,1,396,92,1
39699,W,6170,174,150,visa,226,debit,143,87,>=3027949.25,<125.0,3,2,0,0,0,1,0,0,1,0,1,0,12,3,1
39751,R,8436,215,150,visa,226,credit,204,87,<3027949.25,>=125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1
39796,W,7664,490,150,visa,226,debit,204,87,>=3027949.25,<125.0,1,4,0,0,0,2,0,0,1,0,1,0,18,1,1
39810,W,4425,562,150,mastercard,197,credit,204,87,>=3027949.25,>=125.0,1,1,0,0,0,1,0,0,0,0,2,0,1,1,1
39926,R,12501,490,150,visa,226,debit,181,87,>=3027949.25,>=125.0,16,16,0,9,0,10,0,12,0,10,12,0,1,1,1
39934,R,3682,264,150,visa,162,credit,512,87,>=3027949.25,<125.0,26,28,0,10,0,11,0,15,0,12,14,0,1,1,1
39939,C,2379,407,185,visa,226,debit,NotFound,NotFound,>=3027949.25,>=125.0,4,1,0,1,0,1,1,6,0,1,1,1,0,0,1
39950,C,14276,177,185,mastercard,137,credit,NotFound,NotFound,>=3027949.25,<125.0,15,20,0,3,0,3,3,9,0,6,4,4,0,0,1
39973,C,4461,375,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,<125.0,7,6,0,3,0,3,3,2,0,5,2,2,1,1,1
40105,S,7919,194,150,mastercard,166,debit,203,87,>=3027949.25,<125.0,1,1,0,1,0,0,0,1,0,2,1,0,1,1,1
40118,W,6550,NotFound,150,visa,226,debit,184,87,>=3027949.25,<125.0,2,2,0,0,0,2,0,0,2,0,1,1,4,2,1
40154,H,14643,529,150,visa,162,credit,444,87,>=3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1
40216,C,9917,142,185,visa,138,debit,NotFound,NotFound,>=3027949.25,<125.0,6,9,0,1,0,1,1,2,0,1,2,2,0,0,1
40247,H,12253,170,150,visa,226,credit,122,87,<3027949.25,>=125.0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1
40252,C,17782,408,185,visa,226,debit,NotFound,NotFound,>=3027949.25,<125.0,3,6,0,1,0,1,1,1,0,1,1,1,1,1,1
40270,C,18301,459,185,mastercard,224,credit,161,60,<3027949.25,<125.0,139,166,0,30,0,30,30,24,0,58,50,50,8,5,1
40289,C,15063,NotFound,150,visa,226,credit,NotFound,NotFound,>=3027949.25,<125.0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1
40294,R,8129,390,150,mastercard,224,debit,177,87,>=3027949.25,>=125.0,3,3,0,2,0,1,0,2,0,2,3,0,0,0,1
40297,W,12695,490,150,visa,226,debit,325,87,<3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1
40300,C,8755,500,185,mastercard,224,credit,NotFound,NotFound,>=3027949.25,<125.0,5,3,0,1,0,1,1,1,0,1,1,1,1,1,1
40343,S,6019,583,150,visa,226,credit,330,87,>=3027949.25,>=125.0,10,4,0,4,0,0,0,8,0,14,8,0,20,5,1
40443,C,4461,375,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,<125.0,7,15,0,4,0,4,4,13,0,8,1,1,7,3,1
40444,W,11233,321,150,visa,195,debit,204,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1
40452,W,9175,111,150,visa,226,debit,126,87,>=3027949.25,<125.0,3,2,0,0,0,2,0,0,2,0,3,1,5,3,1
40454,W,13484,307,150,visa,226,debit,123,87,>=3027949.25,>=125.0,1,1,0,0,0,1,0,0,1,0,1,0,2,1,1
40485,H,7585,553,150,visa,226,credit,299,87,>=3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
40503,W,8397,310,150,mastercard,117,debit,126,87,>=3027949.25,<125.0,1,2,0,0,0,2,0,0,2,0,1,0,1,1,1
40533,W,8140,453,150,visa,226,debit,343,87,>=3027949.25,>=125.0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1
40574,W,5287,553,150,visa,226,debit,512,87,>=3027949.25,<125.0,4,8,0,0,2,11,0,0,3,0,4,1,20,4,1
40589,C,15222,555,102,visa,226,debit,NotFound,NotFound,>=3027949.25,<125.0,83,78,0,11,0,11,11,11,0,15,17,17,8,6,1
40632,W,15253,554,150,visa,226,credit,204,87,>=3027949.25,>=125.0,1,4,0,0,0,2,0,0,1,0,1,0,4,1,1
40640,W,6019,583,150,visa,226,credit,308,87,<3027949.25,<125.0,2,2,0,0,0,5,0,0,2,0,4,0,3,2,1
40644,W,6054,327,150,discover,NotFound,credit,472,87,>=3027949.25,>=125.0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1
40651,R,13979,474,150,visa,226,credit,315,87,<3027949.25,<125.0,3,3,0,2,0,2,0,2,0,2,2,0,0,0,1
40660,C,9387,500,185,mastercard,197,credit,NotFound,NotFound,>=3027949.25,<125.0,332,629,0,91,0,91,91,121,0,112,141,141,17,13,1
40710,W,17295,482,150,visa,226,credit,337,87,>=3027949.25,<125.0,7,4,0,0,1,6,0,0,12,0,3,2,33,4,1
40861,C,11830,177,185,mastercard,137,credit,NotFound,NotFound,>=3027949.25,<125.0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1
40875,C,5458,266,185,mastercard,224,credit,NotFound,NotFound,<3027949.25,<125.0,2,2,0,1,0,1,1,1,0,1,1,1,0,0,1
40917,W,15063,514,150,visa,226,credit,225,87,>=3027949.25,>=125.0,1,2,0,0,0,0,0,0,2,0,2,0,0,0,1
41020,R,12382,566,150,visa,226,debit,433,87,>=3027949.25,>=125.0,5,5,0,3,0,5,0,4,0,5,5,0,0,0,1
41060,R,1214,174,150,visa,226,credit,330,87,<3027949.25,>=125.0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
41071,W,6806,555,150,visa,226,debit,269,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
41090,C,1976,545,185,visa,102,credit,NotFound,NotFound,>=3027949.25,<125.0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
41139,C,10369,176,185,mastercard,137,credit,NotFound,NotFound,>=3027949.25,<125.0,2,1,0,1,0,1,1,0,0,0,1,1,0,0,1
41151,W,12544,321,150,visa,226,debit,337,87,>=3027949.25,<125.0,8,11,0,0,0,5,0,0,4,0,6,1,66,8,1
41158,H,13526,529,150,visa,162,credit,177,87,>=3027949.25,>=125.0,1,1,0,1,0,2,0,1,0,1,1,0,0,0,1
41165,W,5964,268,150,visa,166,debit,181,87,>=3027949.25,<125.0,3,3,0,0,0,1,0,0,1,0,2,0,2,2,1
41167,R,10229,276,150,visa,226,credit,191,87,>=3027949.25,>=125.0,10,10,0,2,0,2,0,1,0,1,1,0,0,0,1
41182,R,9891,583,150,visa,226,credit,325,87,>=3027949.25,>=125.0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
41192,C,9026,545,185,visa,137,credit,NotFound,NotFound,>=3027949.25,<125.0,5,101,0,4,0,4,4,9,0,5,57,57,4,1,1
41195,C,6544,341,185,visa,226,credit,NotFound,NotFound,>=3027949.25,<125.0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
41206,R,10486,514,150,mastercard,219,credit,231,87,>=3027949.25,>=125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1
41245,C,5943,296,185,visa,195,debit,NotFound,NotFound,>=3027949.25,<125.0,31,47,0,19,0,19,19,25,0,20,21,21,2,2,1
41253,C,12498,500,185,mastercard,137,credit,NotFound,NotFound,>=3027949.25,<125.0,7,7,0,1,0,1,1,1,0,1,1,1,0,0,1
41327,W,15066,170,150,mastercard,102,credit,184,87,>=3027949.25,>=125.0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1
41330,C,5812,408,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,<125.0,9,17,0,6,0,6,6,9,0,6,5,5,1,1,1
41345,C,13832,375,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,<125.0,22,49,0,5,0,5,5,9,0,14,14,14,1,1,1
41388,W,2455,321,150,visa,226,credit,420,87,>=3027949.25,<125.0,62,51,0,0,21,31,0,0,44,0,45,0,80,31,1
41406,C,10568,204,185,visa,226,credit,NotFound,NotFound,>=3027949.25,<125.0,8,4,0,1,0,1,1,3,0,3,3,3,2,2,1
41416,C,10568,204,185,visa,226,credit,NotFound,NotFound,>=3027949.25,>=125.0,8,11,0,6,0,6,6,11,0,2,7,7,1,1,1
41467,W,5287,553,150,visa,226,debit,512,87,>=3027949.25,<125.0,1,2,0,0,0,2,0,0,1,0,2,0,0,0,1
41471,W,9803,583,150,visa,226,credit,204,87,>=3027949.25,<125.0,26,21,0,0,12,19,0,0,20,0,21,0,59,18,1
41486,W,9500,321,150,visa,226,debit,337,87,>=3027949.25,<125.0,4,7,0,0,1,5,0,0,4,0,1,0,36,4,1
41494,W,17400,174,150,visa,226,debit,123,87,>=3027949.25,<125.0,5,1,0,0,0,6,0,0,2,0,1,0,6,4,1
41627,W,9500,321,150,visa,226,debit,337,87,>=3027949.25,<125.0,4,7,0,0,1,4,0,0,2,0,1,0,26,4,1
41669,C,4436,174,150,visa,226,debit,NotFound,NotFound,>=3027949.25,<125.0,201,258,0,51,0,51,51,137,0,44,154,154,7,6,1
41707,R,3621,277,144,visa,147,credit,356,96,<3027949.25,>=125.0,6,7,0,1,0,1,0,3,0,2,5,0,0,0,1
41733,C,16062,500,185,mastercard,137,credit,NotFound,NotFound,>=3027949.25,<125.0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
41797,C,5812,408,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,<125.0,38,52,0,4,0,4,4,14,0,11,5,5,2,2,1
41843,W,15066,170,150,mastercard,102,credit,325,87,>=3027949.25,<125.0,1,1,0,0,0,0,0,0,1,0,1,1,3,1,1
